masked_consumer_id,posted_date,amount,category,masked_transaction_id
C01104328,2023/2/13,-536,26,C01T04855217
C01104328,2023/1/4,-95.01,0,C01T04855218
C01104328,2022/8/4,-84.92,22,C01T04855219
C01104328,2022/3/7,-235.64,22,C01T04855220
C01104328,2022/3/7,-13.54,14,C01T04855221
C01104328,2022/6/8,-500,0,C01T04855222
C01104328,2022/5/31,-10.99,20,C01T04855223
C01104328,2023/3/1,-95.97,16,C01T04855224
C01104328,2022/10/26,-19.99,20,C01T04855225
C01104328,2022/8/12,-6.99,16,C01T04855226
C01104328,2022/9/1,-191.25,20,C01T04855227
C01104328,2022/4/18,-17.04,16,C01T04855228
C01104328,2022/4/4,-50,17,C01T04855229
C01104328,2022/5/23,-5.99,20,C01T04855230
C01104328,2023/2/7,-92.22,22,C01T04855231
C01104328,2022/12/22,-38.03,16,C01T04855232
C01104328,2022/10/31,-75.98,16,C01T04855233
C01104328,2022/7/18,-146.4,22,C01T04855234
C01104328,2023/2/8,-4.99,16,C01T04855235
C01104328,2022/9/7,-8.18,16,C01T04855236
C01104328,2022/12/22,-35.88,16,C01T04855237
C01104328,2022/10/5,-84.84,22,C01T04855238
C01104328,2022/11/18,-300,0,C01T04855239
C01104328,2022/5/10,-123.37,22,C01T04855240
C01104328,2022/7/29,-64.99,16,C01T04855241
C01104328,2022/6/8,-1953.49,12,C01T04855242
C01104328,2022/8/30,-16.02,14,C01T04855243
C01104328,2023/2/13,-9.99,20,C01T04855244
C01104328,2022/3/14,-1953.49,12,C01T04855245
C01104328,2022/11/1,-191.25,20,C01T04855246
C01104328,2022/9/26,-61,16,C01T04855247
C01104328,2022/6/21,-146,26,C01T04855248
C01104328,2022/3/16,-0.1,16,C01T04855249
C01104328,2022/3/11,-103,13,C01T04855250
C01104328,2023/2/6,-50,1,C01T04855251
C01104328,2022/12/21,-13.04,16,C01T04855252
C01104328,2022/5/13,-9.99,20,C01T04855253
C01104328,2022/9/6,-16.98,16,C01T04855254
C01104328,2022/3/11,-18.82,14,C01T04855255
C01104328,2022/11/2,-60,1,C01T04855256
C01104328,2023/1/13,-1000,0,C01T04855257
C01104328,2023/3/3,-84.67,22,C01T04855258
C01104328,2022/3/7,-18.41,16,C01T04855259
C01104328,2022/9/12,-74.99,16,C01T04855260
C01104328,2022/6/22,-54.1,22,C01T04855261
C01104328,2022/4/8,-8.99,20,C01T04855262
C01104328,2022/7/8,-10,14,C01T04855263
C01104328,2022/7/11,-1000,1,C01T04855264
C01104328,2022/3/22,-52.5,22,C01T04855265
C01104328,2022/5/10,-103,13,C01T04855266
C01104328,2022/11/3,-45.13,0,C01T04855267
C01104328,2022/3/8,-3.99,16,C01T04855268
C01104328,2022/4/12,-161.52,26,C01T04855269
C01104328,2022/10/11,-4.99,16,C01T04855270
C01104328,2022/11/28,-44.65,18,C01T04855271
C01104328,2023/2/8,-8.99,20,C01T04855272
C01104328,2022/5/23,-400,26,C01T04855273
C01104328,2023/2/27,-103.6,18,C01T04855274
C01104328,2022/4/25,-1600,19,C01T04855275
C01104328,2023/2/6,-300,0,C01T04855276
C01104328,2022/6/29,-64.99,16,C01T04855277
C01104328,2022/12/28,-15.68,14,C01T04855278
C01104328,2022/6/29,-10.99,20,C01T04855279
C01104328,2022/9/7,-84.92,22,C01T04855280
C01104328,2023/1/17,-20,17,C01T04855281
C01104328,2022/3/28,-184.83,22,C01T04855282
C01104328,2022/10/17,-100,1,C01T04855283
C01104328,2022/6/21,-55,1,C01T04855284
C01104328,2022/11/4,-375.07,22,C01T04855285
C01104328,2023/1/30,-1000,0,C01T04855286
C01104328,2023/1/30,-2474.77,12,C01T04855287
C01104328,2022/4/26,-48.57,22,C01T04855288
C01104328,2022/3/21,-18.82,14,C01T04855289
C01104328,2022/12/15,-15.99,14,C01T04855290
C01104328,2022/8/1,-191.25,20,C01T04855291
C01104328,2023/2/21,-52.04,17,C01T04855292
C01104328,2023/3/1,-12.47,14,C01T04855293
C01104328,2022/8/15,-250,26,C01T04855294
C01104328,2022/12/5,-18.48,16,C01T04855295
C01104328,2022/3/31,-10.49,14,C01T04855296
C01104328,2022/5/4,-14.99,16,C01T04855297
C01104328,2022/8/15,-41.11,14,C01T04855298
C01104328,2022/4/22,-300,0,C01T04855299
C01104328,2022/7/18,-4.99,16,C01T04855300
C01104328,2022/6/13,-3,23,C01T04855301
C01104328,2022/11/29,-19.94,14,C01T04855302
C01104328,2023/2/27,-50,1,C01T04855303
C01104328,2022/9/29,-300,0,C01T04855304
C01104328,2022/11/4,-84.72,22,C01T04855305
C01104328,2022/8/4,-14.99,16,C01T04855306
C01104328,2022/7/1,-200,16,C01T04855307
C01104328,2022/11/29,-16.67,17,C01T04855308
C01104328,2022/12/28,-90,1,C01T04855309
C01104328,2022/10/3,-14.99,16,C01T04855310
C01104328,2023/1/11,-15,17,C01T04855311
C01104328,2022/7/8,-8.99,20,C01T04855312
C01104328,2022/4/6,-16000,0,C01T04855313
C01104328,2022/9/6,-134.08,22,C01T04855314
C01104328,2022/11/10,-12.99,16,C01T04855315
C01104328,2022/8/26,-19.99,20,C01T04855316
C01104328,2022/10/11,-63,1,C01T04855317
C01104328,2022/12/8,-4.99,16,C01T04855318
C01104328,2022/9/16,-1953.49,12,C01T04855319
C01104328,2022/4/6,-15289.95,26,C01T04855320
C01104328,2022/3/7,-165.54,14,C01T04855321
C01104328,2022/9/12,-0.99,16,C01T04855322
C01104328,2023/2/27,-19.99,20,C01T04855323
C01104328,2023/1/11,-9.63,14,C01T04855324
C01104328,2023/1/9,-4.99,16,C01T04855325
C01104328,2022/9/13,-51.5,13,C01T04855326
C01104328,2022/10/31,-10.99,20,C01T04855327
C01104328,2023/2/13,-42.01,17,C01T04855328
C01104328,2022/10/21,-451.72,12,C01T04855329
C01104328,2022/6/21,-400,1,C01T04855330
C01104328,2022/8/24,-100,16,C01T04855331
C01104328,2022/10/19,-4.99,16,C01T04855332
C01104328,2022/12/2,-70.11,17,C01T04855333
C01104328,2022/12/21,-15.21,16,C01T04855334
C01104328,2022/6/1,-191.25,20,C01T04855335
C01104328,2022/9/27,-154.5,13,C01T04855336
C01104328,2022/4/12,-103,13,C01T04855337
C01104328,2022/4/4,-114,1,C01T04855338
C01104328,2022/3/28,-350,0,C01T04855339
C01104328,2022/10/3,-191.25,20,C01T04855340
C01104328,2022/8/8,-12.99,16,C01T04855341
C01104328,2022/12/13,-9.99,20,C01T04855342
C01104328,2022/5/4,-83.12,22,C01T04855343
C01104328,2022/12/23,-9.99,16,C01T04855344
C01104328,2023/2/14,-51.5,13,C01T04855345
C01104328,2022/11/4,-138.28,18,C01T04855346
C01104328,2023/1/9,-24.51,18,C01T04855347
C01104328,2022/4/19,-82,1,C01T04855348
C01104328,2022/4/25,-451.72,12,C01T04855349
C01104328,2022/7/13,-9.99,20,C01T04855350
C01104328,2022/10/31,-200,0,C01T04855351
C01104328,2022/5/24,-120,16,C01T04855352
C01104328,2022/11/28,-3000,0,C01T04855353
C01104328,2023/2/17,-31.42,14,C01T04855354
C01104328,2022/11/1,-14.99,16,C01T04855355
C01104328,2022/4/5,-18.41,16,C01T04855356
C01104328,2022/11/7,-8.48,18,C01T04855357
C01104328,2022/11/21,-30.38,18,C01T04855358
C01104328,2022/3/18,-130,26,C01T04855359
C01104328,2022/7/12,-103,13,C01T04855360
C01104328,2022/11/30,-23.58,14,C01T04855361
C01104328,2022/11/14,-100,0,C01T04855362
C01104328,2022/10/24,-9.99,16,C01T04855363
C01104328,2023/2/24,-35,21,C01T04855364
C01104328,2022/8/22,-120.9,18,C01T04855365
C01104328,2022/7/29,-10.99,20,C01T04855366
C01104328,2022/5/23,-9.99,16,C01T04855367
C01104328,2022/7/8,-4.99,16,C01T04855368
C01104328,2022/11/15,-200,22,C01T04855369
C01104328,2022/12/5,-24.49,14,C01T04855370
C01104328,2023/2/1,-13.71,14,C01T04855371
C01104328,2022/8/24,-72.49,20,C01T04855372
C01104328,2022/9/27,-15.71,16,C01T04855373
C01104328,2022/11/25,-86.45,22,C01T04855374
C01104328,2022/8/23,-43.18,16,C01T04855375
C01104328,2022/10/24,-73,16,C01T04855376
C01104328,2022/12/28,-20,16,C01T04855377
C01104328,2022/10/27,-29.59,14,C01T04855378
C01104328,2022/4/19,-180,26,C01T04855379
C01104328,2022/12/2,-451.72,12,C01T04855380
C01104328,2022/8/29,-23,17,C01T04855381
C01104328,2022/5/31,-64.99,16,C01T04855382
C01104328,2022/7/5,-60,1,C01T04855383
C01104328,2022/12/19,-20.09,14,C01T04855384
C01104328,2022/10/12,-51.5,13,C01T04855385
C01104328,2022/8/29,-64.99,16,C01T04855386
C01104328,2023/2/27,-60,17,C01T04855387
C01104328,2022/9/6,-14.99,16,C01T04855388
C01104328,2022/7/5,-14.99,16,C01T04855389
C01104328,2022/3/28,-50,14,C01T04855390
C01104328,2023/2/3,-84.67,22,C01T04855391
C01104328,2022/12/30,-200,0,C01T04855392
C01104328,2022/12/1,-2549.85,12,C01T04855393
C01104328,2022/11/14,-9.99,20,C01T04855394
C01104328,2023/2/27,-150,22,C01T04855395
C01104328,2023/2/17,-26.5,14,C01T04855396
C01104364,2021/10/5,1250,1,C01T04899766
C01104364,2021/8/2,1150,1,C01T04899767
C01104364,2021/12/1,278.53,3,C01T04899768
C01104364,2021/12/30,74.16,3,C01T04899769
C01104364,2022/3/16,293.39,3,C01T04899770
C01104364,2022/1/13,82.38,3,C01T04899771
C01104364,2022/2/17,42,3,C01T04899772
C01104364,2022/7/15,68500,2,C01T04899773
C01104364,2022/5/4,361.4,3,C01T04899774
C01104364,2022/4/13,284.46,3,C01T04899775
C01104364,2022/7/18,13.53,4,C01T04899776
C01104364,2022/3/18,1100,1,C01T04899777
C01104364,2022/3/7,16.1,4,C01T04899778
C01104364,2022/1/6,14.29,3,C01T04899779
C01104364,2022/2/10,274.84,1,C01T04899780
C01104364,2022/6/16,1299.93,5,C01T04899781
C01104364,2021/12/6,1250,1,C01T04899782
C01104364,2022/5/4,81.75,1,C01T04899783
C01104364,2022/3/31,121.79,3,C01T04899784
C01104364,2022/2/10,1469.03,5,C01T04899785
C01104364,2021/8/2,23.93,6,C01T04899786
C01104364,2022/7/21,37.84,3,C01T04899787
C01104364,2022/2/15,75,2,C01T04899788
C01104364,2022/3/24,2453.11,5,C01T04899789
C01104364,2022/4/28,9.12,4,C01T04899790
C01104364,2021/11/4,2464.56,5,C01T04899791
C01104364,2022/4/12,5.34,6,C01T04899792
C01104364,2022/6/30,178.36,1,C01T04899793
C01104364,2021/10/27,13.96,4,C01T04899794
C01104364,2022/6/29,513.59,3,C01T04899795
C01104364,2021/10/21,2007.06,5,C01T04899796
C01104364,2022/3/7,18.69,4,C01T04899797
C01104364,2022/4/7,1692.2,5,C01T04899798
C01104364,2022/1/5,57.19,3,C01T04899799
C01104364,2021/8/23,799.48,1,C01T04899800
C01104364,2021/11/19,1219.8,5,C01T04899801
C01104364,2021/10/8,164.38,5,C01T04899802
C01104364,2022/7/20,151.36,3,C01T04899803
C01104364,2021/11/18,844.2,1,C01T04899804
C01104364,2022/5/5,2167.69,5,C01T04899805
C01104364,2022/4/29,300,1,C01T04899806
C01104364,2022/3/3,82.18,3,C01T04899807
C01104364,2021/12/9,70.28,3,C01T04899808
C01104364,2022/3/17,73.34,3,C01T04899809
C01104364,2021/11/24,130.37,3,C01T04899810
C01104364,2022/1/7,800,1,C01T04899811
C01104364,2021/9/3,20.64,4,C01T04899812
C01104364,2022/6/2,52.16,3,C01T04899813
C01104364,2022/5/23,2.37,4,C01T04899814
C01104364,2021/11/1,1150,1,C01T04899815
C01104364,2021/9/24,274.93,5,C01T04899816
C01104364,2022/6/16,71.98,1,C01T04899817
C01104364,2022/6/23,3997.06,11,C01T04899818
C01104364,2022/3/16,37.98,4,C01T04899819
C01104364,2022/1/11,10,1,C01T04899820
C01104364,2021/12/10,800,1,C01T04899821
C01104364,2022/5/5,203.38,1,C01T04899822
C01104364,2021/12/3,83.82,4,C01T04899823
C01104364,2022/5/18,640.96,3,C01T04899824
C01104364,2021/9/17,800,1,C01T04899825
C01104364,2022/5/20,1100,1,C01T04899826
C01104364,2022/3/14,26.86,6,C01T04899827
C01104364,2021/8/24,270,9,C01T04899828
C01104364,2022/4/8,115.22,5,C01T04899829
C01104364,2021/10/27,18.26,4,C01T04899830
C01104364,2022/4/14,1250,2,C01T04899831
C01104364,2022/5/25,150.44,3,C01T04899832
C01104364,2022/3/3,20.41,4,C01T04899833
C01104364,2022/2/24,252.66,5,C01T04899834
C01104364,2022/3/10,333.07,1,C01T04899835
C01104364,2022/1/12,329.53,3,C01T04899836
C01104364,2022/4/20,250.4,3,C01T04899837
C01104364,2021/9/9,824.57,1,C01T04899838
C01104364,2022/6/9,186.7,3,C01T04899839
C01104364,2022/6/1,1150,1,C01T04899840
C01104364,2021/8/19,90,1,C01T04899841
C01104364,2022/2/1,1150,1,C01T04899842
C01104364,2021/10/27,9.62,4,C01T04899843
C01104364,2022/3/6,300,0,C01T04899844
C01104364,2022/6/6,1250,1,C01T04899845
C01104364,2022/4/27,572.59,3,C01T04899846
C01104364,2022/4/28,143.14,3,C01T04899847
C01104364,2022/7/5,1250,1,C01T04899848
C01104364,2022/3/18,47.67,3,C01T04899849
C01104364,2021/12/2,69.63,3,C01T04899850
C01104364,2021/9/20,920,1,C01T04899851
C01104364,2022/3/2,328.76,3,C01T04899852
C01104364,2022/7/15,4500,0,C01T04899853
C01104364,2022/4/7,132.73,3,C01T04899854
C01104364,2021/11/24,32.59,3,C01T04899855
C01104364,2022/1/27,219.04,1,C01T04899856
C01104364,2022/2/3,32.98,3,C01T04899857
C01104364,2022/6/2,2544.36,5,C01T04899858
C01104364,2022/5/2,1150,1,C01T04899859
C01104364,2021/11/4,295.12,1,C01T04899860
C01104364,2021/12/3,121.34,5,C01T04899861
C01104364,2022/5/23,13.96,4,C01T04899862
C01104364,2021/12/2,124.19,5,C01T04899863
C01104364,2021/8/11,10.44,4,C01T04899864
C01104364,2021/11/18,1559.98,5,C01T04899865
C01104364,2022/4/1,1150,1,C01T04899866
C01104364,2022/3/16,1250,2,C01T04899867
C01104364,2021/12/16,215.05,1,C01T04899868
C01104364,2022/6/25,7.72,6,C01T04899869
C01104364,2021/12/16,1896.94,5,C01T04899870
C01104364,2021/10/15,800,1,C01T04899871
C01104364,2021/12/29,296.67,3,C01T04899872
C01104364,2022/2/16,168.03,3,C01T04899873
C01104364,2021/12/2,424.39,1,C01T04899874
C01104364,2022/7/15,1200,2,C01T04899875
C01104364,2021/12/30,15.03,4,C01T04899876
C01104364,2021/9/23,122,5,C01T04899877
C01104364,2021/11/8,1250,1,C01T04899878
C01104364,2021/11/15,63.43,4,C01T04899879
C01104364,2022/4/13,26.86,6,C01T04899880
C01104364,2021/11/12,800,1,C01T04899881
C01104364,2022/5/19,62.95,4,C01T04899882
C01104364,2022/5/16,1216,1,C01T04899883
C01104364,2022/3/30,487.17,3,C01T04899884
C01104364,2022/5/23,25.79,4,C01T04899885
C01104364,2022/3/7,32.24,4,C01T04899886
C01104364,2021/9/13,518.62,6,C01T04899887
C01104364,2022/4/21,62.59,3,C01T04899888
C01104364,2022/6/22,159.59,3,C01T04899889
C01104364,2021/10/27,8.7,4,C01T04899890
C01104364,2022/3/10,1017.95,5,C01T04899891
C01104364,2022/1/14,175,1,C01T04899892
C01104364,2022/6/27,1100,1,C01T04899893
C01104364,2022/6/15,882.04,3,C01T04899894
C01104364,2022/6/6,33,1,C01T04899895
C01104364,2022/7/19,2530.85,2,C01T04899896
C01104364,2022/2/23,724.18,3,C01T04899897
C01104364,2022/3/7,40.84,4,C01T04899898
C01104364,2022/7/1,1300,1,C01T04899899
C01104364,2022/1/13,364.95,5,C01T04899900
C01104364,2021/12/16,468.23,3,C01T04899901
C01104364,2022/5/19,62.95,4,C01T04899902
C01104364,2021/8/12,626.21,5,C01T04899903
C01104364,2022/3/24,401.7,1,C01T04899904
C01104364,2021/10/4,1150,1,C01T04899905
C01104364,2022/4/22,29.01,6,C01T04899906
C01104364,2021/10/26,61,6,C01T04899907
C01104364,2022/5/19,62.95,4,C01T04899908
C01104364,2022/1/10,5.78,2,C01T04899909
C01104364,2022/2/28,17.19,4,C01T04899910
C01104364,2022/1/4,1250,1,C01T04899911
C01104364,2021/12/8,281.13,3,C01T04899912
C01104364,2021/8/24,75,9,C01T04899913
C01104364,2022/5/2,4.25,6,C01T04899914
C01104364,2021/9/1,1150,1,C01T04899915
C01104364,2022/2/24,181.04,3,C01T04899916
C01104364,2021/10/22,282.25,5,C01T04899917
C01104364,2021/8/26,244.55,5,C01T04899918
C01104364,2022/7/16,9.61,4,C01T04899919
C01104364,2022/1/26,21.88,3,C01T04899920
C01104364,2022/2/2,131.94,3,C01T04899921
C01104364,2022/5/5,90.34,3,C01T04899922
C01104364,2022/3/10,129.22,3,C01T04899923
C01104364,2022/3/28,626.98,1,C01T04899924
C01104364,2021/12/10,1,1,C01T04899925
C01104364,2022/4/6,530.96,3,C01T04899926
C01104364,2022/1/27,5.46,3,C01T04899927
C01104364,2022/7/18,259.72,1,C01T04899928
C01104364,2022/3/15,40.74,4,C01T04899929
C01104364,2022/6/8,746.8,3,C01T04899930
C01104364,2022/5/25,297.36,1,C01T04899931
C01104364,2022/6/1,208.66,3,C01T04899932
C01104364,2021/11/15,53.74,4,C01T04899933
C01104364,2022/5/19,1270.64,1,C01T04899934
C01104364,2022/4/18,1100,1,C01T04899935
C01104364,2022/1/27,2395.82,5,C01T04899936
C01104364,2021/7/29,632.23,5,C01T04899937
C01104364,2021/9/27,17.35,4,C01T04899938
C01104364,2022/6/23,39.89,3,C01T04899939
C01104364,2022/1/3,4.78,4,C01T04899940
C01104364,2021/11/30,25.14,4,C01T04899941
C01104364,2021/12/3,42.99,4,C01T04899942
C01104364,2022/3/18,190.72,3,C01T04899943
C01104364,2022/2/28,12.69,4,C01T04899944
C01104364,2021/9/2,1230,1,C01T04899945
C01104364,2021/11/17,368.6,3,C01T04899946
C01104364,2021/10/7,498.34,1,C01T04899947
C01104364,2021/9/9,123.98,5,C01T04899948
C01104364,2021/11/30,25.14,4,C01T04899949
C01104364,2022/2/28,10.74,4,C01T04899950
C01104364,2022/5/19,1776.87,5,C01T04899951
C01104364,2021/12/3,17.19,4,C01T04899952
C01104364,2021/12/29,684.14,5,C01T04899953
C01104364,2021/12/1,1150,1,C01T04899954
C01104364,2022/5/26,37.6,3,C01T04899955
C01104364,2021/8/11,51.16,4,C01T04899956
C01104364,2021/11/18,92.14,3,C01T04899957
C01104364,2021/9/23,200,2,C01T04899958
C01104364,2021/9/23,1270.94,1,C01T04899959
C01104364,2022/4/14,71.11,3,C01T04899960
C01104364,2022/3/15,32.63,4,C01T04899961
C01104364,2022/6/16,220.5,3,C01T04899962
C01104364,2022/5/5,1250,2,C01T04899963
C01104364,2022/5/19,160.24,3,C01T04899964
C01104364,2022/1/3,1150,1,C01T04899965
C01104364,2021/8/5,1250,1,C01T04899966
C01104364,2022/5/11,62.61,1,C01T04899967
C01104364,2021/12/16,117.05,3,C01T04899968
C01104364,2021/12/13,99,1,C01T04899969
C01104364,2021/11/15,34.39,4,C01T04899970
C01104364,2022/3/10,516.88,3,C01T04899971
C01104364,2021/10/7,1592.74,5,C01T04899972
C01104364,2021/10/27,25.14,4,C01T04899973
C01104364,2022/2/7,1250,1,C01T04899974
C01104364,2022/2/18,800,1,C01T04899975
C01104364,2022/6/30,128.39,3,C01T04899976
C01104364,2022/3/1,1150,1,C01T04899977
C01104364,2022/6/2,334.96,1,C01T04899978
C01104364,2021/10/12,-9.55,16,C01T04899979
C01104364,2022/5/20,-52.61,18,C01T04899980
C01104364,2022/3/15,-12,23,C01T04899981
C01104364,2021/8/4,-155,19,C01T04899982
C01104364,2021/11/10,-55,22,C01T04899983
C01104364,2022/5/23,-24.58,15,C01T04899984
C01104364,2021/12/15,-10,21,C01T04899985
C01104364,2022/3/2,-10,21,C01T04899986
C01104364,2022/1/2,-1.06,16,C01T04899987
C01104364,2022/5/6,-40.83,19,C01T04899988
C01104364,2022/1/28,-23.8,15,C01T04899989
C01104364,2022/3/17,-10,21,C01T04899990
C01104364,2022/6/29,-36.98,13,C01T04899991
C01104364,2022/5/31,-5,27,C01T04899992
C01104364,2022/7/19,-11.15,14,C01T04899993
C01104364,2021/8/30,-20.64,16,C01T04899994
C01104364,2021/9/29,-13.96,16,C01T04899995
C01104364,2021/10/26,-3000,12,C01T04899996
C01104364,2021/11/22,-18,1,C01T04899997
C01104364,2022/5/27,-10,21,C01T04899998
C01104364,2021/9/23,-85.78,22,C01T04899999
C01104364,2021/12/24,-90,16,C01T04900000
C01104364,2022/5/25,-77.01,14,C01T04900001
C01104364,2022/1/31,-10.21,16,C01T04900002
C01104364,2021/10/12,-20.16,16,C01T04900003
C01104364,2021/8/31,-5,27,C01T04900004
C01104364,2022/3/25,-3.74,14,C01T04900005
C01104364,2022/2/7,-10,21,C01T04900006
C01104364,2021/9/2,-24.71,16,C01T04900007
C01104364,2021/8/30,-4785,19,C01T04900008
C01104364,2021/10/8,-89.24,16,C01T04900009
C01104364,2022/3/14,-5.89,16,C01T04900010
C01104364,2022/1/6,-10,21,C01T04900011
C01104364,2022/6/10,-29.57,18,C01T04900012
C01104364,2021/8/24,-16.53,16,C01T04900013
C01104364,2022/1/12,-19.15,14,C01T04900014
C01104364,2022/4/19,-30.87,16,C01T04900015
C01104364,2021/9/7,-155,19,C01T04900016
C01104364,2021/8/12,-37.3,18,C01T04900017
C01104364,2022/1/27,-230.79,16,C01T04900018
C01104364,2022/2/3,-440.31,16,C01T04900019
C01104364,2022/5/2,-5,27,C01T04900020
C01104364,2022/5/3,-39.89,16,C01T04900021
C01104364,2022/5/23,-1.06,16,C01T04900022
C01104364,2022/3/23,-10,21,C01T04900023
C01104364,2022/4/5,-8.38,14,C01T04900024
C01104364,2021/9/27,-120,1,C01T04900025
C01104364,2021/10/30,-3.21,16,C01T04900026
C01104364,2022/4/18,-129.51,22,C01T04900027
C01104364,2022/6/24,-157.17,26,C01T04900028
C01104364,2022/3/24,-5.34,19,C01T04900029
C01104364,2021/11/26,-15,16,C01T04900030
C01104364,2022/2/17,-50,1,C01T04900031
C01104364,2021/8/23,-6.03,16,C01T04900032
C01104364,2022/7/19,-75,1,C01T04900033
C01104364,2021/11/18,-40,16,C01T04900034
C01104364,2021/11/30,-6.03,16,C01T04900035
C01104364,2021/10/25,-90,16,C01T04900036
C01104364,2022/7/18,-170,19,C01T04900037
C01104364,2022/1/29,-3.21,16,C01T04900038
C01104364,2021/12/31,-6.04,16,C01T04900039
C01104364,2022/6/21,-18.26,16,C01T04900040
C01104364,2022/7/20,-92.47,22,C01T04900041
C01104364,2022/5/23,-31.9,18,C01T04900042
C01104364,2021/12/1,-5,27,C01T04900043
C01104364,2022/5/11,-24.2,19,C01T04900044
C01104364,2022/3/21,-129.49,22,C01T04900045
C01104364,2022/5/31,-25,1,C01T04900046
C01104364,2022/4/19,-7.56,14,C01T04900047
C01104364,2022/6/21,-5.17,14,C01T04900048
C01104364,2021/8/10,-55,22,C01T04900049
C01104364,2022/3/13,-12.97,14,C01T04900050
C01104364,2022/5/25,-83.9,11,C01T04900051
C01104364,2021/11/30,-95.21,16,C01T04900052
C01104364,2022/6/22,-29.53,24,C01T04900053
C01104364,2021/8/27,-2.69,18,C01T04900054
C01104364,2022/6/2,-10.85,14,C01T04900055
C01104364,2021/8/2,-35,16,C01T04900056
C01104364,2022/4/22,-51.84,14,C01T04900057
C01104364,2021/10/26,-106.42,16,C01T04900058
C01104364,2022/7/4,-27.15,19,C01T04900059
C01104364,2022/4/20,-14.98,16,C01T04900060
C01104364,2022/4/20,-12.02,20,C01T04900061
C01104364,2022/5/6,-10,21,C01T04900062
C01104364,2022/3/24,-47.28,17,C01T04900063
C01104364,2021/9/27,-9.62,16,C01T04900064
C01104364,2022/3/24,-1.33,16,C01T04900065
C01104364,2021/10/25,-38.69,16,C01T04900066
C01104364,2021/8/24,-24.58,18,C01T04900067
C01104364,2021/11/8,-170,19,C01T04900068
C01104364,2022/5/18,-132.94,22,C01T04900069
C01104364,2022/4/26,-62.95,24,C01T04900070
C01104364,2021/12/24,-9.85,14,C01T04900071
C01104364,2022/4/4,-10,21,C01T04900072
C01104364,2022/3/10,-170,19,C01T04900073
C01104364,2021/8/30,-800,16,C01T04900074
C01104364,2021/11/4,-20.23,18,C01T04900075
C01104364,2022/3/4,-155,19,C01T04900076
C01104364,2022/6/27,-10,21,C01T04900077
C01104364,2022/1/4,-155,19,C01T04900078
C01104364,2021/10/22,-1.82,18,C01T04900079
C01104364,2022/3/10,-170,19,C01T04900080
C01104364,2022/3/31,-17.6,18,C01T04900081
C01104364,2022/2/7,-18.26,16,C01T04900082
C01104364,2022/1/25,-10,21,C01T04900083
C01104364,2021/9/22,-167.75,16,C01T04900084
C01104364,2022/3/24,-35.22,18,C01T04900085
C01104364,2021/11/23,-95.78,22,C01T04900086
C01104364,2021/12/30,-3.21,16,C01T04900087
C01104364,2022/3/1,-5,27,C01T04900088
C01104364,2022/4/22,-4.15,14,C01T04900089
C01104364,2022/1/3,-22.26,24,C01T04900090
C01104364,2022/2/28,-32.24,16,C01T04900091
C01104364,2022/3/20,-11,18,C01T04900092
C01104364,2022/7/1,-8.95,16,C01T04900093
C01104364,2022/7/13,-362,22,C01T04900094
C01104364,2022/1/31,-175,1,C01T04900095
C01104364,2022/2/3,-43.14,14,C01T04900096
C01104364,2022/3/15,-47.06,14,C01T04900097
C01104364,2022/7/18,-170,19,C01T04900098
C01104364,2021/12/31,-5,27,C01T04900099
C01104364,2022/5/25,-0.43,16,C01T04900100
C01104364,2022/7/6,-18.22,14,C01T04900101
C01104364,2021/8/25,-18.44,18,C01T04900102
C01104364,2022/4/30,-4.29,16,C01T04900103
C01104364,2021/8/2,-5,27,C01T04900104
C01104364,2022/2/24,-10,21,C01T04900105
C01104364,2021/11/8,-10,21,C01T04900106
C01104364,2022/3/11,-53.46,19,C01T04900107
C01104364,2022/6/23,-3,14,C01T04900108
C01104364,2022/1/13,-1.69,16,C01T04900109
C01104364,2021/11/30,-12.89,16,C01T04900110
C01104364,2022/4/10,-6.12,16,C01T04900111
C01104364,2022/3/12,-11.16,18,C01T04900112
C01104364,2021/9/30,-3.21,16,C01T04900113
C01104364,2021/9/30,-6.03,16,C01T04900114
C01104364,2022/1/13,-5.35,16,C01T04900115
C01104364,2022/6/23,-7.72,16,C01T04900116
C01104364,2022/3/26,-54.89,14,C01T04900117
C01104364,2022/5/11,-90,1,C01T04900118
C01104364,2022/6/13,-16.11,16,C01T04900119
C01104364,2022/6/7,-21.49,15,C01T04900120
C01104364,2022/5/28,-6.99,14,C01T04900121
C01104364,2021/11/17,-108.82,22,C01T04900122
C01104364,2022/4/8,-5.34,16,C01T04900123
C01104364,2022/5/12,-145.66,26,C01T04900124
C01104364,2022/6/21,-10,21,C01T04900125
C01104364,2022/7/6,-221.45,26,C01T04900126
C01104364,2022/1/24,-95.69,22,C01T04900127
C01104364,2022/2/3,-190.53,26,C01T04900128
C01104364,2022/6/13,-291,22,C01T04900129
C01104364,2022/4/14,-135.76,16,C01T04900130
C01104364,2021/12/29,-48.76,18,C01T04900131
C01104364,2021/11/29,-27.93,26,C01T04900132
C01104364,2022/6/1,-16.49,14,C01T04900133
C01104364,2022/4/25,-13.96,16,C01T04900134
C01104364,2021/11/20,-6.45,16,C01T04900135
C01104364,2022/5/29,-4.29,16,C01T04900136
C01104364,2022/2/28,-112.32,16,C01T04900137
C01104364,2022/6/15,-9.66,16,C01T04900138
C01104364,2021/9/21,-170,19,C01T04900139
C01104364,2022/3/21,-52.22,16,C01T04900140
